"Compound","rt","mz","240927_50MeOH_pos_P2A1_1_9665","240927_50MeOH_pos_P2A1_1_9666","240927_50MeOH_pos_P2A1_1_9667","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9668","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9669","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9670","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9671","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9672","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9673","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9674","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9675","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9676","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9725","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9726","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9727","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9728","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9729","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9730","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9731","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9732","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9733","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9782","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9783","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9784","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9785","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9786","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9787","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9788","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9789","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9790"
"137.02107 Da 130.17 s",2.17,138.02835,0,0,0,0,0,0,0,0,0,2026,0,1860,0,2008,2404,0,0,0,0,0,0,0,0,2186,0,0,132,0,0,0
"158.05569 Da 129.80 s",2.16,80.03512,2380,3158,2168,4738,2162,0,2286,2212,2610,2234,9320,2782,4892,1672,3318,1620,2488,1504,8786,2240,1666,1792,3774,2020,1914,1950,1882,0,1896,7244
"798.41169 Da 128.53 s",2.14,799.41897,0,0,0,0,0,0,0,0,0,1742,1772,0,0,1886,0,0,0,0,1772,0,0,0,0,0,0,0,0,1924,0,1880
"105.98468 Da 129.18 s",2.15,106.99195,1932,1846,1864,1800,2034,1124,1684,1980,0,0,2084,1870,1522,0,1530,1582,1726,1768,1968,1700,1442,1418,1260,0,1688,1280,1474,0,1466,2026
"231.99328 Da 129.20 s",2.15,233.00056,0,0,0,0,0,0,0,0,0,1528,50,1718,0,1138,2246,0,0,0,0,0,0,90,0,1672,0,0,0,1362,60,0
"85.99740 Da 129.74 s",2.16,87.00468,1176,1334,1500,4762,1574,0,1486,1424,1558,4240,0,2938,3652,0,2224,0,1122,0,5650,0,0,970,0,1824,1132,0,0,2848,1254,6030
"462.09713 Da 130.04 s",2.17,463.10441,0,0,0,3188,0,0,0,0,0,2062,0,0,2582,2562,0,0,0,0,0,0,34,0,2430,0,0,0,0,2684,0,0
"257.02019 Da 130.38 s",2.17,258.02746,0,0,0,0,0,0,0,0,96,942,0,2806,0,1038,2040,0,0,0,0,0,0,0,0,1634,0,0,150,802,0,0
"156.07579 Da 130.72 s",2.18,157.08306,8994,8890,8846,6638,11342,2978,10802,11948,11170,0,4346,8590,5790,2042,2862,9638,10292,10072,4162,9990,11176,9242,8212,9050,9878,10996,9592,0,9430,4326
"71.02069 Da 130.86 s",2.18,72.02796,0,1110,916,1402,914,230,1130,1084,0,1580,1608,1114,1472,2164,1352,1048,0,1260,1912,1092,846,0,1146,1046,1026,1110,1080,1858,1228,2016
"138.01205 Da 131.01 s",2.18,70.0133,3538,3796,3400,0,3702,1464,3800,4088,3738,6120,8278,7280,0,9844,8068,4580,4522,5162,9776,5476,4092,5560,10198,8978,5154,4516,4360,9548,5004,12304
"41.02938 Da 131.18 s",2.19,42.03666,0,0,0,0,0,7374,0,0,0,1714,20266,0,0,0,0,21260,0,100,0,0,0,20268,19414,368,0,20372,0,7100,20254,0
"88.05438 Da 131.23 s",2.19,45.03447,5718,5464,6664,5712,0,2508,8294,0,0,2210,0,3426,3492,2516,2924,7494,0,0,0,0,6356,0,6128,2872,5842,6182,7138,1696,6416,3840
"44.02886 Da 131.43 s",2.19,45.03614,5658,5022,5382,0,6826,2040,0,6164,6596,0,5268,3414,4698,2556,0,0,6376,0,4000,6686,0,6678,5434,4138,0,6288,0,0,4758,0
"134.09389 Da 131.37 s",2.19,135.10117,1974,1710,1828,2014,3130,1094,2464,2418,2312,904,1672,1378,1354,1210,1726,2936,2342,2216,1252,2352,2190,2160,1832,1870,2308,2582,2678,1164,2088,1470
"253.97472 Da 131.44 s",2.19,236.97162,0,0,0,0,0,0,268,0,0,1628,0,2384,0,1912,2962,0,0,0,0,0,0,0,0,2542,0,0,316,1488,0,0
"136.03965 Da 131.53 s",2.19,137.04693,0,0,0,0,0,0,0,0,0,2128,0,2612,0,2526,3348,0,0,0,0,0,118,0,0,2878,0,0,0,1952,0,0
"256.13862 Da 132.46 s",2.21,257.14589,3876,4638,3894,11118,4228,3380,5636,2012,4456,60,4712,5102,13784,0,0,6024,4748,5048,4706,1796,4192,1712,11678,2076,4730,5110,6214,0,4964,5108
"246.11028 Da 131.66 s",2.19,247.11755,992,1036,1112,2130,0,1020,1230,0,966,0,1052,0,3060,278,0,1208,1044,1230,998,486,1058,0,2134,1144,1130,1618,1116,0,0,0
"290.09973 Da 131.72 s",2.2,291.107,1044,1204,1148,2170,1072,990,1164,0,0,0,0,0,2616,44,0,1148,0,1250,0,0,1260,0,2926,1316,0,1266,1488,0,1140,980
"220.05748 Da 134.58 s",2.24,221.06477,0,0,0,0,0,0,0,0,0,59662,112,0,0,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,53898,0,0
"648.25354 Da 134.32 s",2.24,671.24303,0,0,0,0,0,0,0,0,0,11946,0,0,0,11964,0,0,0,0,0,0,0,0,0,0,0,0,0,10616,0,0
"160.03685 Da 134.56 s",2.24,161.04393,0,0,0,0,0,0,0,0,0,6814,0,914,118,6440,840,0,0,0,0,0,0,0,0,836,0,72,0,6140,0,58
"484.07967 Da 134.56 s",2.24,507.069,0,0,68,0,0,0,0,0,0,6682,0,0,0,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,7142,0,0
"282.03009 Da 133.66 s",2.23,265.02813,40,0,0,120,0,0,0,0,0,19612,0,0,0,19290,0,0,0,0,0,0,86,0,140,46,0,0,0,18360,0,0
"242.05742 Da 134.96 s",2.25,243.0647,0,110,0,0,0,0,92,0,126,2918,0,0,0,3166,0,0,64,0,0,0,0,0,0,0,0,0,0,3170,0,0
"410.01650 Da 134.80 s",2.25,411.02378,0,0,0,0,0,0,0,0,0,2098,0,336,0,2692,0,0,0,0,0,0,0,0,0,458,0,0,0,2226,0,0
"242.03926 Da 132.02 s",2.2,243.04654,122,36,0,2102,0,0,0,0,0,124746,260,106,1702,114804,52,0,86,0,308,102,0,112,1746,142,0,72,148,112166,0,254
"100.01649 Da 134.64 s",2.24,101.02376,0,66,0,88,0,0,0,0,0,4506,396,94,0,3782,128,152,0,124,196,0,0,58,0,166,166,0,0,3178,0,94
"318.97551 Da 134.64 s",2.24,319.98278,0,64,0,0,0,0,0,0,66,3306,46,0,0,3464,0,130,0,0,0,0,0,60,0,88,0,0,106,2646,0,0
"388.17057 Da 134.65 s",2.24,389.17785,0,0,0,3418,864,848,1008,1172,1172,2842,972,786,2980,2622,0,1062,1338,998,1064,908,1212,1096,2624,794,938,1396,1184,2516,1190,958
"188.03140 Da 134.81 s",2.25,189.03868,0,0,0,0,0,0,0,0,0,5240,0,0,0,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,0,0
"173.02105 Da 132.07 s",2.2,174.02833,1870,1548,1734,1814,1820,1360,2664,0,1680,0,1394,2076,1810,0,1746,2394,1704,2376,1388,1366,1658,1584,2142,1784,1842,2064,2044,0,1804,0
"287.18339 Da 133.65 s",2.23,288.19067,0,0,0,0,0,0,0,0,0,6860,622,0,0,5680,0,0,0,0,602,86,0,0,0,0,0,0,0,8078,0,764
"318.12830 Da 133.13 s",2.22,319.13558,2120,1650,1842,2470,1980,1564,2240,1668,2106,1654,1456,0,2052,1496,1662,1984,1546,1784,1432,1354,1708,1432,2222,1902,1930,1462,1972,1260,1476,1540
"545.27436 Da 132.66 s",2.21,546.28164,0,0,0,0,0,0,0,0,0,16916,39444,0,0,17848,0,0,90,0,39552,72,0,0,0,0,84,0,0,15208,0,44272
"297.21576 Da 133.39 s",2.22,298.22303,0,0,0,0,0,0,0,0,0,338,13056,0,0,446,0,0,0,0,12482,0,0,0,0,0,0,0,0,328,0,12500
"129.15134 Da 133.93 s",2.23,130.15862,2180,1676,2288,2274,1832,2648,1848,2162,2928,2108,1636,1310,2066,2016,1334,1810,2932,2228,1522,2048,2180,2260,1628,1288,2874,2264,2056,1746,1698,1948
"155.03421 Da 132.88 s",2.21,156.04149,5812,5598,5616,5054,6090,1790,4650,2160,5068,0,3746,2708,4484,0,2698,4384,5136,4926,0,1600,4792,1860,3980,1722,4982,4876,5238,0,5208,2642
"175.00564 Da 133.79 s",2.23,176.01291,2734,2334,3050,2220,2610,1648,2584,2796,2362,0,1688,0,1982,0,1942,2642,2254,2472,1710,2360,2538,2260,1972,0,1974,2486,2102,302,2644,1216
"69.00630 Da 134.73 s",2.25,70.01358,3052,3258,3068,6994,3430,0,3434,3744,4106,7354,6512,0,6614,0,9314,4576,4722,4158,6960,4664,4354,4790,6138,10030,4998,4236,3876,0,5570,0
"185.94835 Da 134.74 s",2.25,186.95563,7600,8472,0,9874,9804,3618,9486,11442,11700,0,9978,7174,13172,9160,12074,10740,13888,0,13656,13358,13584,12888,11838,11852,0,13158,11366,6008,12908,13152
"70.02193 Da 136.12 s",2.27,71.02921,4942,5258,4808,5454,4966,876,5088,5512,4794,10064,7508,0,6620,9510,0,5010,4972,5344,0,6306,5100,5184,5792,8484,4656,5272,5306,0,5086,13628
"78.01217 Da 134.93 s",2.25,79.01945,3882,3834,5006,4750,4554,876,3870,4336,3802,0,0,9920,6106,0,10512,4090,3816,4586,18864,4570,4208,4650,5632,0,3736,5188,4496,9656,5098,0
"55.95862 Da 137.63 s",2.29,56.9659,9494,9118,9062,9728,8334,2582,9324,8808,9118,5436,9656,8094,8388,6768,0,7580,7856,8494,8704,8526,7492,7742,8778,8388,8380,8012,8060,7010,0,7926
"270.16828 Da 135.09 s",2.25,271.17582,0,0,0,0,0,0,0,0,0,17784,5710,0,0,16668,0,0,0,0,6552,0,0,0,0,0,0,0,0,15308,0,5810
"235.05060 Da 135.79 s",2.26,236.05788,0,0,0,0,0,0,0,0,0,2974,0,0,0,2574,0,0,0,0,0,0,0,0,54,0,0,0,0,2500,0,0
"311.23117 Da 135.24 s",2.25,312.23844,0,0,0,0,0,0,0,0,0,518,22700,0,0,756,0,56,0,0,19604,0,0,0,0,0,0,0,0,494,0,20032
"422.20736 Da 135.93 s",2.27,423.21464,0,0,178,0,0,0,84,158,0,246,3856,0,0,0,52,0,0,0,3528,128,0,0,0,0,0,0,0,264,120,4094
"283.20067 Da 134.93 s",2.25,142.60761,0,0,0,0,0,0,0,0,0,0,2476,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"117.07891 Da 135.15 s",2.25,118.08618,0,13966,0,0,0,0,15638,0,0,5618,11068,0,13178,7284,0,15270,13974,0,11266,0,14148,12882,0,0,0,0,15166,4544,0,11070
"156.02318 Da 136.11 s",2.27,79.01887,4494,4082,4724,4508,5108,0,5144,4842,3870,11958,0,0,0,13070,0,3842,4142,0,9092,4592,3882,4754,5914,10154,3644,4696,3710,9112,4384,0
"257.22066 Da 136.44 s",2.27,258.22794,0,0,0,0,0,0,0,0,0,3704,3508,0,0,2652,0,0,0,0,4156,0,0,0,0,0,0,0,0,2524,0,3086
"256.23798 Da 137.47 s",2.29,257.24525,2676,2896,2504,2230,2190,988,2414,2528,2492,2574,2426,1694,2208,1594,1858,1838,1986,1804,1754,2254,1608,1628,1658,1676,1670,1672,1880,1402,2174,1554
"115.96860 Da 136.67 s",2.28,116.97587,1824,1514,1720,1420,1780,0,1580,1780,1508,0,1678,1206,1848,1592,0,2060,1830,1716,1842,1850,1476,1740,1914,1534,1646,1774,1568,0,1604,1554
"156.99519 Da 137.66 s",2.29,158.00246,8154,7576,7782,7734,7836,3090,7760,7360,0,6414,7816,7436,7266,5206,0,7704,7212,7230,6808,7994,0,6942,6512,6574,6580,6764,6552,2820,6334,6808
"238.15316 Da 138.53 s",2.31,239.16044,5456,5268,5124,7684,0,3938,6260,4680,5210,4056,3754,5352,3396,2550,4246,3534,3808,2968,2476,3754,0,2832,3220,4290,3356,3206,3572,2350,3568,2916
"129.00035 Da 138.27 s",2.3,130.00763,2348,2140,2480,2010,2588,0,2174,2066,2226,0,1934,1974,1904,1554,1324,1836,1956,2148,1680,2044,2012,1820,1920,1570,1996,1860,0,1760,1970,1650
"326.19327 Da 137.04 s",2.28,349.18237,6740,7140,7534,12354,9058,11676,7844,7534,9508,13344,7788,6080,11800,13894,6566,6502,7260,7414,6712,7294,6978,6770,10272,7620,6768,7458,6820,13926,6852,6586
"229.09362 Da 137.90 s",2.3,230.10133,0,0,0,0,86,0,0,0,76,6116,0,344,0,5412,0,0,0,0,0,0,0,0,0,0,0,110,0,5636,0,0
"343.21993 Da 137.02 s",2.28,344.22721,10012,10684,9648,19068,12500,15384,10744,12308,12174,15768,11176,7654,19224,13722,6498,10748,9632,10468,10508,10540,11416,10860,17032,7954,10740,11374,9548,15116,11336,10102
"330.22573 Da 139.09 s",2.32,331.23301,0,0,0,0,0,0,0,0,0,6856,0,0,0,7174,0,0,0,0,0,0,0,0,0,144,0,0,0,7798,0,246
"734.49189 Da 137.58 s",2.29,368.25322,0,0,0,0,0,0,0,0,0,3538,6034,0,0,3918,0,0,0,0,5062,0,0,0,0,0,0,0,0,4292,0,5086
"204.05245 Da 138.44 s",2.31,205.05972,114,138,120,0,0,110,0,3904,130,2590,88,0,0,2690,0,114,0,0,96,3660,0,3968,0,0,52,0,136,2322,0,0
"314.17356 Da 137.56 s",2.29,315.18084,136,44,186,0,82,324,0,154,0,4566,456,0,0,4626,80,0,76,282,400,0,140,318,44,142,0,56,142,3692,162,566
"243.19433 Da 139.08 s",2.32,244.2016,0,0,0,0,0,0,0,0,0,2258,6602,0,0,2424,0,0,0,0,5778,0,0,0,0,0,0,0,0,2802,0,5510
"258.06055 Da 138.44 s",2.31,259.06783,0,0,0,0,0,0,0,7930,0,3942,0,0,0,3294,0,0,0,0,0,7512,0,7462,0,0,0,0,0,3766,0,0
"298.10196 Da 137.22 s",2.29,299.10924,2594,2874,2416,2662,2800,5106,2600,2748,2096,1698,1856,2468,1696,0,1784,1856,1588,1870,1126,1820,2200,1878,1816,1734,1702,1834,0,1182,1698,1376
"201.14591 Da 137.26 s",2.29,202.15318,0,0,0,0,0,0,0,0,0,0,2970,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,0,0,0,0,2570
"140.04610 Da 137.42 s",2.29,71.03032,4690,5000,0,5900,5376,1260,5182,5868,0,9772,8872,8020,5238,0,9030,4766,5268,4452,9260,5520,4408,5194,5906,0,4528,4932,4206,9130,5074,11584
"748.50762 Da 139.85 s",2.33,375.26079,0,0,0,0,0,0,0,0,0,122664,209228,962,0,118566,0,0,0,0,190174,0,0,0,0,0,0,0,0,114088,0,189328
"152.05782 Da 140.12 s",2.34,153.06509,106,0,0,0,0,0,284,19366,1194,15090,1124,878,208,13560,1120,800,0,0,354,0,1134,18324,1078,928,0,440,0,12656,1190,764
"173.15218 Da 138.28 s",2.3,174.15946,0,0,0,0,0,0,0,62,0,31394,41612,0,0,31310,768,402,200,312,39488,1148,0,118,62,138,116,80,92,32030,0,38788
"157.95280 Da 137.44 s",2.29,158.96007,6024,6560,7202,6620,6738,0,6398,6720,7322,5458,7376,4224,0,3592,0,0,7304,7116,7098,8330,8138,8392,7770,6710,0,7620,5992,6356,7614,7118
"128.09465 Da 138.13 s",2.3,129.10192,110,0,72,0,0,0,108,56,0,10344,13962,0,0,9588,250,256,114,88,12916,568,0,134,44,64,0,80,152,9696,356,11352
"113.08384 Da 139.70 s",2.33,114.09112,3466,3592,3030,3456,3858,3148,3324,4206,4928,2606,2766,3684,3044,2450,3042,3200,4672,3616,2456,3990,3984,3948,3614,3234,4430,3278,3664,2388,3682,2540
"174.04048 Da 140.39 s",2.34,175.04775,0,114,0,0,0,0,0,0,138,6038,228,108,0,5422,0,0,166,0,0,0,176,0,168,120,0,128,188,5034,0,288
"139.06058 Da 140.51 s",2.34,140.06786,16602,19186,0,17462,17624,15306,0,13638,17908,11498,13676,19794,0,11898,19328,0,17988,0,13480,14338,19458,14606,0,17862,0,21040,18726,10880,19352,13336
"766.51740 Da 140.68 s",2.34,384.26538,0,0,0,0,0,0,0,0,0,1158,73294,0,0,1360,0,0,0,0,76976,0,0,0,0,0,0,0,0,1462,0,81394
"608.42394 Da 140.76 s",2.35,609.43121,0,0,0,0,0,0,0,0,0,156,7154,0,0,0,0,0,0,0,6488,0,0,0,0,0,0,0,0,0,0,6964
"432.19824 Da 141.07 s",2.35,433.20552,2034,2288,2510,4562,2236,1198,2436,2502,2464,3758,2298,2198,3612,3548,2288,2342,2620,2600,1796,2004,1922,1884,4378,2038,2022,2318,2012,3726,2114,2050
"406.23508 Da 141.46 s",2.36,407.24236,0,0,0,0,0,0,0,0,0,6972,5188,0,0,4626,0,0,0,0,7376,0,0,0,0,0,0,0,0,4842,0,3882
"162.93226 Da 142.07 s",2.37,163.93953,1914,1720,1844,1776,2188,0,1686,1940,1882,1804,2054,1722,1958,1728,1944,1730,2194,1974,2262,1824,1406,1774,1714,0,1914,1932,1512,1180,1744,1908
"734.49207 Da 142.32 s",2.37,368.25311,0,0,0,0,0,0,0,184,118,336422,367598,342,0,315340,280,0,0,92,352980,672,0,256,0,0,0,0,0,325124,420,358240
"370.21960 Da 142.29 s",2.37,393.20886,4540,4760,4782,7784,7088,11346,5024,5140,6558,10610,6416,4754,8366,11430,4508,4568,5496,4552,6816,4848,5286,4684,7256,4396,4608,5136,4226,9444,5888,5252
"407.21617 Da 143.55 s",2.39,408.22344,0,0,0,0,0,0,0,0,0,33510,0,0,0,34928,148,0,0,0,0,0,0,0,0,0,0,0,0,29390,0,0
"130.02652 Da 143.72 s",2.4,131.0338,0,0,0,0,0,0,0,0,0,2896,78,148,90,2998,0,280,0,0,0,0,0,0,0,0,0,0,304,2334,0,0
"590.41355 Da 142.25 s",2.37,591.42083,0,0,0,0,0,0,0,0,0,11416,11406,156,0,10344,72,0,0,0,10956,0,0,0,0,0,0,0,0,11278,104,11800
"269.96892 Da 143.39 s",2.39,270.97619,0,0,0,0,0,0,402,0,0,3954,80,0,0,4986,0,598,0,0,0,0,0,118,0,0,0,0,318,3554,0,0
"387.24620 Da 142.28 s",2.37,388.25348,11762,11286,10734,18200,15228,23308,11970,10832,12680,18732,10520,11764,17434,17412,9224,11016,10706,11004,8690,10808,11360,9714,18334,9556,12566,12280,10718,17448,11940,9742
"233.06758 Da 143.55 s",2.39,234.07486,0,108,0,0,0,0,0,0,0,6494,0,0,0,7336,0,0,138,0,0,132,0,58,42,0,0,0,0,5288,0,0
"257.21050 Da 142.53 s",2.38,258.21777,0,0,0,0,0,0,0,0,0,0,14096,0,0,0,0,0,0,0,14202,0,0,0,0,0,0,0,0,142,0,14720
"144.07659 Da 143.90 s",2.4,145.08387,0,146,0,100,0,0,0,0,0,5510,5802,84,0,5416,66,216,0,0,5808,76,0,58,0,0,46,102,104,4998,88,4866
"279.07320 Da 143.71 s",2.4,280.08048,0,0,0,0,0,0,0,0,0,6894,0,0,0,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,6826,0,0
"428.19500 Da 143.71 s",2.4,429.20228,0,0,0,0,0,0,0,0,0,15494,5224,0,0,13722,0,0,0,0,4982,0,0,0,0,52,0,0,0,13224,0,4816
"318.14357 Da 142.25 s",2.37,319.15084,0,0,0,0,0,0,0,0,0,2512,916,0,0,2196,0,0,0,0,788,0,0,0,0,0,0,0,0,2850,0,828
"185.11655 Da 142.29 s",2.37,186.12382,0,186,0,126,0,266,114,0,0,1296,1156,0,122,1884,0,0,0,0,1416,86,0,0,0,80,108,0,114,1584,134,1704
"252.15534 Da 142.64 s",2.38,253.16261,0,264,332,0,198,234,250,0,216,2844,2816,314,106,2832,122,132,324,288,2176,224,276,0,212,146,0,0,354,2562,304,2862
"201.07834 Da 143.55 s",2.39,202.08562,0,0,0,356,0,0,0,0,126,2150,0,0,222,2162,0,0,0,0,0,0,0,0,488,0,0,0,0,2416,0,0
"203.95840 Da 143.51 s",2.39,204.96568,2900,4214,3678,3526,4356,1626,3832,4588,4846,2830,3616,3712,3624,2298,4252,3828,4142,3722,2772,4250,3022,3656,3430,4002,3892,4060,3448,2050,4070,2972
"734.49197 Da 145.37 s",2.42,368.25293,0,0,0,0,0,0,0,148,0,260848,297588,0,0,256718,0,0,0,0,276474,0,0,0,0,0,0,0,0,260310,0,272612
"363.10535 Da 144.27 s",2.4,364.11262,0,0,0,0,0,1298,0,0,0,2706,0,0,0,3132,0,0,0,3126,0,0,0,0,0,0,0,2798,0,2444,0,0
"401.22559 Da 144.68 s",2.41,402.23287,1970,1910,2452,1612,2216,1550,1736,1802,1962,1580,2020,2054,1932,1968,1770,1386,1918,1758,1530,1624,1926,1506,1896,1724,1934,2268,1504,1546,1952,1596
"301.19951 Da 144.75 s",2.41,302.20678,0,88,0,0,0,0,0,0,0,28780,1040,44,0,29296,0,0,0,0,1096,0,0,0,0,0,0,0,0,26518,0,1018
"144.92176 Da 144.69 s",2.41,145.92903,2274,2392,2324,2586,2902,824,2590,2974,2498,2594,2416,2862,3182,2498,3032,2914,3038,3250,3610,3320,2580,3056,3152,3128,2816,3324,2844,1884,3340,3942
"41.02877 Da 146.01 s",2.43,42.03605,0,0,23490,0,0,10908,0,0,0,19624,21738,22754,20800,17864,21142,20836,100,22408,20600,0,20504,20036,0,0,20480,19484,19774,15586,0,0
"297.21558 Da 146.23 s",2.44,298.22285,0,0,0,0,0,0,0,0,0,2260,10666,0,0,1992,0,0,0,0,8916,0,0,0,0,0,0,0,0,1394,0,9258
"366.15042 Da 147.72 s",2.46,367.1577,0,0,0,0,0,1924,0,0,0,2388,0,0,0,2454,78,0,0,3744,0,0,0,0,0,120,0,3702,0,2068,0,0
"256.13911 Da 146.49 s",2.44,257.14639,3648,4236,4044,4728,3618,0,4018,2092,3690,2958,4042,4730,7096,3194,3938,5174,3764,4728,4274,2784,4168,1984,5390,4704,3958,4820,4458,3126,3870,4256
"406.23565 Da 147.18 s",2.45,407.24292,0,0,0,0,0,0,0,0,0,3766,2748,0,0,3374,0,0,0,0,2822,0,0,0,0,0,0,0,0,3284,0,3086
"173.15200 Da 147.24 s",2.45,174.15928,0,0,0,0,0,0,0,0,0,31098,0,0,0,31464,0,0,164,152,0,0,770,106,52,86,106,76,206,31616,0,0
"237.06251 Da 147.40 s",2.46,238.06944,72,0,0,0,0,0,0,0,0,9254,0,0,0,8524,0,0,0,0,0,0,0,74,0,0,0,0,0,7328,0,0
"432.28280 Da 147.25 s",2.45,433.29007,2868,2208,2422,3244,2272,3270,2086,0,2480,24898,22938,2266,0,23438,1872,0,2140,0,23226,2404,2382,2084,3724,1754,0,2066,2072,22308,2294,18886
"185.94795 Da 147.95 s",2.47,186.95523,0,9398,0,0,0,5518,9464,9294,9250,8362,11030,10482,0,8822,11536,0,12204,12076,11960,11494,9098,11832,11872,11766,0,11908,11382,6976,10784,12492
"115.96888 Da 148.22 s",2.47,116.97615,1600,1514,0,0,1496,790,0,1478,1618,1390,1568,1488,1590,1398,1592,1752,1404,1486,1602,2020,1306,1532,1738,1708,1556,1868,1486,1326,1614,1400
"311.23126 Da 148.32 s",2.47,312.2387,0,0,0,0,0,0,0,0,0,12084,53910,0,0,12136,0,0,0,0,51756,78,0,0,0,0,0,0,0,11094,0,53636
"746.49172 Da 148.31 s",2.47,374.25301,0,0,0,0,0,0,0,0,0,27232,25018,140,84,23628,0,112,0,0,25850,0,0,66,0,0,0,56,62,23320,0,26398
"591.36162 Da 148.68 s",2.48,592.3689,0,0,0,0,0,0,0,0,0,14736,1562,0,0,12538,0,0,0,0,1084,0,0,0,0,0,0,0,0,12860,0,1316
"283.19990 Da 148.22 s",2.47,142.60722,0,0,0,0,0,0,0,0,0,994,3056,0,0,510,0,0,0,0,2744,0,0,0,0,0,0,0,0,518,0,2666
"189.08142 Da 148.52 s",2.48,190.0887,0,0,0,0,68,0,0,0,0,2414,0,0,422,3112,0,0,0,0,0,56,0,0,766,0,0,0,0,3160,0,0
"155.03445 Da 148.23 s",2.47,156.04172,5568,6292,5498,5726,5096,2230,4826,2718,5068,1872,3220,5154,5140,1702,5144,5126,4852,4890,3298,2348,5278,2404,5332,5072,4964,4734,4780,1482,5018,3530
"136.06315 Da 148.62 s",2.48,137.07042,0,0,0,174,0,0,0,23354,482,14300,388,300,0,14710,0,266,0,0,0,0,298,0,402,0,142,0,56,16428,198,206
"139.06044 Da 148.90 s",2.48,140.06771,17700,0,18776,18386,0,13284,0,0,18380,10982,12444,0,18808,11238,18904,0,18840,0,12016,0,0,13934,0,0,0,0,0,11618,0,11012
"762.48675 Da 150.07 s",2.5,382.25049,0,0,0,0,0,0,0,52,0,29398,39218,0,0,34442,0,0,0,0,31322,0,0,0,0,0,0,0,0,31098,0,36036
"780.53350 Da 150.15 s",2.5,781.54087,0,0,0,0,0,0,0,0,0,820,11424,0,0,824,0,0,0,0,11172,0,0,0,0,0,0,0,0,958,0,7092
"325.07898 Da 150.30 s",2.5,326.08626,0,0,0,0,0,0,0,50,0,3932,0,0,0,5834,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,0,0
"622.43997 Da 150.13 s",2.5,623.44724,0,0,0,0,0,0,0,0,0,210,3444,0,0,490,0,0,0,0,4258,0,0,0,0,0,0,0,0,196,0,2880
"158.05645 Da 150.47 s",2.51,80.0355,2256,2126,2240,2282,2040,756,1736,2306,2534,5726,9614,1904,1698,7858,1732,1746,1876,1820,8500,2560,1734,1520,1902,1984,1824,1634,2074,7300,1704,8358
"156.02316 Da 150.59 s",2.51,79.01886,3698,3530,3616,4338,3744,1274,3548,3926,3062,12948,13838,4852,4560,12944,4692,4080,4092,3898,17434,6982,4106,5400,4246,4560,4574,3874,3782,12818,3962,22346
"212.10149 Da 148.91 s",2.48,213.10877,1442,1458,1352,1228,1648,1274,1426,1318,1454,1134,1272,1292,1192,1036,1814,1102,1206,1580,1124,1584,1414,1198,948,1154,1178,1338,1450,1056,1494,1224
"83.95315 Da 150.42 s",2.51,84.96042,2930,2904,2988,3242,3036,1238,2836,3064,3180,7464,8566,3566,3268,6736,3174,2754,2958,3012,7122,3768,3000,3250,3274,2874,2786,3086,2682,6296,2790,8314
